form,company,ticker,cik,filing_date,accession_number,filing_link
8-K,"Microvast Holdings, Inc.",MVSTW,1760689,2025-02-06,0000947871-25-000103,https://www.sec.gov/Archives/edgar/data/1760689/0000947871-25-000103.txt
8-K,"MongoDB, Inc.",MDB,1441816,2025-02-06,0001441816-25-000030,https://www.sec.gov/Archives/edgar/data/1441816/0001441816-25-000030.txt
8-K,"NATHANS FAMOUS, INC.",NATH,69733,2025-02-06,0001437749-25-002933,https://www.sec.gov/Archives/edgar/data/69733/0001437749-25-002933.txt
8-K,NEUROCRINE BIOSCIENCES INC,NBIX,914475,2025-02-06,0000914475-25-000034,https://www.sec.gov/Archives/edgar/data/914475/0000914475-25-000034.txt
8-K,NEVRO CORP,NVRO,1444380,2025-02-06,0001193125-25-021775,https://www.sec.gov/Archives/edgar/data/1444380/0001193125-25-021775.txt
8-K,NEW YORK STATE ELECTRIC & GAS CORP,,71675,2025-02-06,0001193125-25-021855,https://www.sec.gov/Archives/edgar/data/71675/0001193125-25-021855.txt
8-K,NEWS CORP,NWS,1564708,2025-02-06,0001564708-25-000071,https://www.sec.gov/Archives/edgar/data/1564708/0001564708-25-000071.txt
8-K,NEXTERA ENERGY INC,NEE-PR,753308,2025-02-06,0000753308-25-000008,https://www.sec.gov/Archives/edgar/data/753308/0000753308-25-000008.txt
8-K,"NMI Holdings, Inc.",NMIH,1547903,2025-02-06,0001547903-25-000004,https://www.sec.gov/Archives/edgar/data/1547903/0001547903-25-000004.txt
8-K,NOODLES & Co,NDLS,1275158,2025-02-06,0001275158-25-000005,https://www.sec.gov/Archives/edgar/data/1275158/0001275158-25-000005.txt
8-K,NORTHERN STATES POWER CO,,1123852,2025-02-06,0000072903-25-000023,https://www.sec.gov/Archives/edgar/data/1123852/0000072903-25-000023.txt
8-K,NORTHERN STATES POWER CO /WI/,,72909,2025-02-06,0000072903-25-000023,https://www.sec.gov/Archives/edgar/data/72909/0000072903-25-000023.txt
8-K,NYSEG Storm Funding LLC,,2046062,2025-02-06,0001193125-25-021855,https://www.sec.gov/Archives/edgar/data/2046062/0001193125-25-021855.txt
8-K,"Natural Grocers by Vitamin Cottage, Inc.",NGVC,1547459,2025-02-06,0001437749-25-003027,https://www.sec.gov/Archives/edgar/data/1547459/0001437749-25-003027.txt
8-K,New Fortress Energy Inc.,NFE,1749723,2025-02-06,0001749723-25-000009,https://www.sec.gov/Archives/edgar/data/1749723/0001749723-25-000009.txt
8-K,"Nexalin Technology, Inc.",NXLIW,1527352,2025-02-06,0001829126-25-000757,https://www.sec.gov/Archives/edgar/data/1527352/0001829126-25-000757.txt
8-K,"Nutex Health, Inc.",NUTX,1479681,2025-02-06,0001079973-25-000190,https://www.sec.gov/Archives/edgar/data/1479681/0001079973-25-000190.txt
8-K,"Nuvectis Pharma, Inc.",NVCT,1875558,2025-02-06,0001104659-25-009813,https://www.sec.gov/Archives/edgar/data/1875558/0001104659-25-009813.txt
8-K,Nuvve Holding Corp.,NVVEW,1836875,2025-02-06,0001836875-25-000043,https://www.sec.gov/Archives/edgar/data/1836875/0001836875-25-000043.txt
8-K,"OMNICELL, INC.",OMCL,926326,2025-02-06,0001104659-25-009872,https://www.sec.gov/Archives/edgar/data/926326/0001104659-25-009872.txt
8-K,ONEOK INC /NEW/,OKE,1039684,2025-02-06,0001039684-25-000010,https://www.sec.gov/Archives/edgar/data/1039684/0001039684-25-000010.txt
8-K,ONTO INNOVATION INC.,ONTO,704532,2025-02-06,0000950170-25-015383,https://www.sec.gov/Archives/edgar/data/704532/0000950170-25-015383.txt
8-K,OPEN TEXT CORP,OTEX,1002638,2025-02-06,0001002638-25-000019,https://www.sec.gov/Archives/edgar/data/1002638/0001002638-25-000019.txt
8-K,"Odyssey Health, Inc.",ODYY,1626644,2025-02-06,0001683168-25-000784,https://www.sec.gov/Archives/edgar/data/1626644/0001683168-25-000784.txt
8-K,OneMedNet Corp,ONMDW,1849380,2025-02-06,0001493152-25-005235,https://www.sec.gov/Archives/edgar/data/1849380/0001493152-25-005235.txt
8-K,PATRICK INDUSTRIES INC,PATK,76605,2025-02-06,0000076605-25-000037,https://www.sec.gov/Archives/edgar/data/76605/0000076605-25-000037.txt
8-K,PATTERSON UTI ENERGY INC,PTEN,889900,2025-02-06,0000889900-25-000031,https://www.sec.gov/Archives/edgar/data/889900/0000889900-25-000031.txt
8-K,PEABODY ENERGY CORP,BTU,1064728,2025-02-06,0001064728-25-000014,https://www.sec.gov/Archives/edgar/data/1064728/0001064728-25-000014.txt
8-K,"PELOTON INTERACTIVE, INC.",PTON,1639825,2025-02-06,0001639825-25-000023,https://www.sec.gov/Archives/edgar/data/1639825/0001639825-25-000023.txt
8-K,PENNANTPARK INVESTMENT CORP,PNNT,1383414,2025-02-06,0000950170-25-015371,https://www.sec.gov/Archives/edgar/data/1383414/0000950170-25-015371.txt
8-K,PEOPLES FINANCIAL SERVICES CORP.,PFIS,1056943,2025-02-06,0001558370-25-000691,https://www.sec.gov/Archives/edgar/data/1056943/0001558370-25-000691.txt
8-K,"PINTEREST, INC.",PINS,1506293,2025-02-06,0001506293-25-000020,https://www.sec.gov/Archives/edgar/data/1506293/0001506293-25-000020.txt
8-K,POWELL INDUSTRIES INC,POWL,80420,2025-02-06,0000080420-25-000026,https://www.sec.gov/Archives/edgar/data/80420/0000080420-25-000026.txt
8-K,POWER INTEGRATIONS INC,POWI,833640,2025-02-06,0000833640-25-000022,https://www.sec.gov/Archives/edgar/data/833640/0000833640-25-000022.txt
8-K,PRINCIPAL FINANCIAL GROUP INC,PFG,1126328,2025-02-06,0001104659-25-010146,https://www.sec.gov/Archives/edgar/data/1126328/0001104659-25-010146.txt
8-K,"PROCACCIANTI HOTEL REIT, INC.",,1692345,2025-02-06,0001104659-25-010134,https://www.sec.gov/Archives/edgar/data/1692345/0001104659-25-010134.txt
8-K,"PROS Holdings, Inc.",PRO,1392972,2025-02-06,0001392972-25-000011,https://www.sec.gov/Archives/edgar/data/1392972/0001392972-25-000011.txt
8-K,PROVIDENT FINANCIAL HOLDINGS INC,PROV,1010470,2025-02-06,0000939057-25-000026,https://www.sec.gov/Archives/edgar/data/1010470/0000939057-25-000026.txt
8-K,PUBLIC SERVICE CO OF COLORADO,,81018,2025-02-06,0000072903-25-000023,https://www.sec.gov/Archives/edgar/data/81018/0000072903-25-000023.txt
8-K,"PaxMedica, Inc.",,1811623,2025-02-06,0001493152-25-005181,https://www.sec.gov/Archives/edgar/data/1811623/0001493152-25-005181.txt
8-K,Paylocity Holding Corp,PCTY,1591698,2025-02-06,0001591698-25-000008,https://www.sec.gov/Archives/edgar/data/1591698/0001591698-25-000008.txt
8-K,PennantPark Floating Rate Capital Ltd.,PFLT,1504619,2025-02-06,0000950170-25-015378,https://www.sec.gov/Archives/edgar/data/1504619/0000950170-25-015378.txt
8-K,"PennyMac Financial Services, Inc.",PFSI,1745916,2025-02-06,0001104659-25-010114,https://www.sec.gov/Archives/edgar/data/1745916/0001104659-25-010114.txt
8-K,Perfect Moment Ltd.,PMNT,1849221,2025-02-06,0001493152-25-005241,https://www.sec.gov/Archives/edgar/data/1849221/0001493152-25-005241.txt
8-K,Philip Morris International Inc.,PM,1413329,2025-02-06,0001413329-25-000011,https://www.sec.gov/Archives/edgar/data/1413329/0001413329-25-000011.txt
8-K,"Phillips Edison & Company, Inc.",PECO,1476204,2025-02-06,0001476204-25-000027,https://www.sec.gov/Archives/edgar/data/1476204/0001476204-25-000027.txt
8-K,"Phunware, Inc.",PHUN,1665300,2025-02-06,0000950170-25-015044,https://www.sec.gov/Archives/edgar/data/1665300/0000950170-25-015044.txt
8-K,Pluri Inc.,PLUR,1158780,2025-02-06,0001213900-25-010723,https://www.sec.gov/Archives/edgar/data/1158780/0001213900-25-010723.txt
8-K,"Post Holdings, Inc.",POST,1530950,2025-02-06,0001530950-25-000071,https://www.sec.gov/Archives/edgar/data/1530950/0001530950-25-000071.txt
8-K,Prestige Consumer Healthcare Inc.,PBH,1295947,2025-02-06,0001295947-25-000007,https://www.sec.gov/Archives/edgar/data/1295947/0001295947-25-000007.txt
8-K,"PureCycle Technologies, Inc.",PCTTW,1830033,2025-02-06,0000950170-25-015456,https://www.sec.gov/Archives/edgar/data/1830033/0000950170-25-015456.txt
8-K,"QUALYS, INC.",QLYS,1107843,2025-02-06,0001107843-25-000005,https://www.sec.gov/Archives/edgar/data/1107843/0001107843-25-000005.txt
8-K,"QUINSTREET, INC",QNST,1117297,2025-02-06,0000950170-25-015390,https://www.sec.gov/Archives/edgar/data/1117297/0000950170-25-015390.txt
8-K,RADIAN GROUP INC,RDN,890926,2025-02-06,0000950170-25-015003,https://www.sec.gov/Archives/edgar/data/890926/0000950170-25-015003.txt
8-K,RALPH LAUREN CORP,RL,1037038,2025-02-06,0001037038-25-000005,https://www.sec.gov/Archives/edgar/data/1037038/0001037038-25-000005.txt
8-K,"RAVE RESTAURANT GROUP, INC.",RAVE,718332,2025-02-06,0001140361-25-003279,https://www.sec.gov/Archives/edgar/data/718332/0001140361-25-003279.txt
8-K,"REED'S, INC.",REED,1140215,2025-02-06,0001493152-25-005245,https://www.sec.gov/Archives/edgar/data/1140215/0001493152-25-005245.txt
8-K,REGAL REXNORD CORP,RRX,82811,2025-02-06,0000082811-25-000039,https://www.sec.gov/Archives/edgar/data/82811/0000082811-25-000039.txt
8-K,REGENCY CENTERS CORP,REGCP,910606,2025-02-06,0000950170-25-015465,https://www.sec.gov/Archives/edgar/data/910606/0000950170-25-015465.txt
8-K,REGENCY CENTERS LP,,1066247,2025-02-06,0000950170-25-015465,https://www.sec.gov/Archives/edgar/data/1066247/0000950170-25-015465.txt
8-K,REINSURANCE GROUP OF AMERICA INC,RZC,898174,2025-02-06,0000898174-25-000025,https://www.sec.gov/Archives/edgar/data/898174/0000898174-25-000025.txt
8-K,"RELMADA THERAPEUTICS, INC.",RLMD,1553643,2025-02-06,0001213900-25-010711,https://www.sec.gov/Archives/edgar/data/1553643/0001213900-25-010711.txt
8-K,"REPUBLIC SERVICES, INC.",RSG,1060391,2025-02-06,0001060391-25-000069,https://www.sec.gov/Archives/edgar/data/1060391/0001060391-25-000069.txt
8-K,"ROCKWELL AUTOMATION, INC",ROK,1024478,2025-02-06,0001024478-25-000006,https://www.sec.gov/Archives/edgar/data/1024478/0001024478-25-000006.txt
8-K,"Reliance Global Group, Inc.",RELIW,1812727,2025-02-06,0001493152-25-005197,https://www.sec.gov/Archives/edgar/data/1812727/0001493152-25-005197.txt
8-K,"Revance Therapeutics, Inc.",RVNC,1479290,2025-02-06,0001193125-25-021403,https://www.sec.gov/Archives/edgar/data/1479290/0001193125-25-021403.txt
8-K,Rithm Capital Corp.,RITM-PD,1556593,2025-02-06,0001556593-25-000003,https://www.sec.gov/Archives/edgar/data/1556593/0001556593-25-000003.txt
8-K,Roblox Corp,RBLX,1315098,2025-02-06,0001315098-25-000021,https://www.sec.gov/Archives/edgar/data/1315098/0001315098-25-000021.txt
8-K,"SANGAMO THERAPEUTICS, INC",SGMO,1001233,2025-02-06,0001628280-25-004197,https://www.sec.gov/Archives/edgar/data/1001233/0001628280-25-004197.txt
8-K,SIMON PROPERTY GROUP INC /DE/,SPG-PJ,1063761,2025-02-06,0001104659-25-010113,https://www.sec.gov/Archives/edgar/data/1063761/0001104659-25-010113.txt
8-K,SKECHERS USA INC,SKX,1065837,2025-02-06,0000950170-25-015399,https://www.sec.gov/Archives/edgar/data/1065837/0000950170-25-015399.txt
8-K,"SKYWORKS SOLUTIONS, INC.",SWKS,4127,2025-02-06,0000004127-25-000012,https://www.sec.gov/Archives/edgar/data/4127/0000004127-25-000012.txt
8-K,SOUTHWESTERN PUBLIC SERVICE CO,,92521,2025-02-06,0000072903-25-000023,https://www.sec.gov/Archives/edgar/data/92521/0000072903-25-000023.txt
8-K,SS&C Technologies Holdings Inc,SSNC,1402436,2025-02-06,0000950170-25-015401,https://www.sec.gov/Archives/edgar/data/1402436/0000950170-25-015401.txt
8-K,STATE STREET CORP,STT-PG,93751,2025-02-06,0001193125-25-021776,https://www.sec.gov/Archives/edgar/data/93751/0001193125-25-021776.txt
8-K,STRATTEC SECURITY CORP,STRT,933034,2025-02-06,0000950170-25-015438,https://www.sec.gov/Archives/edgar/data/933034/0000950170-25-015438.txt
8-K,SUBURBAN PROPANE PARTNERS LP,SPH,1005210,2025-02-06,0000950170-25-015009,https://www.sec.gov/Archives/edgar/data/1005210/0000950170-25-015009.txt
8-K,SYNAPTICS Inc,SYNA,817720,2025-02-06,0000817720-25-000009,https://www.sec.gov/Archives/edgar/data/817720/0000817720-25-000009.txt
8-K,Sabre Corp,SABR,1597033,2025-02-06,0001193125-25-021346,https://www.sec.gov/Archives/edgar/data/1597033/0001193125-25-021346.txt
8-K,"Sculptor Diversified Real Estate Income Trust, Inc.",,1914496,2025-02-06,0001914496-25-000006,https://www.sec.gov/Archives/edgar/data/1914496/0001914496-25-000006.txt
8-K,"Senti Biosciences, Inc.",SNTI,1854270,2025-02-06,0001628280-25-004293,https://www.sec.gov/Archives/edgar/data/1854270/0001628280-25-004293.txt
8-K,"Seres Therapeutics, Inc.",MCRB,1609809,2025-02-06,0001193125-25-021345,https://www.sec.gov/Archives/edgar/data/1609809/0001193125-25-021345.txt
8-K,Sezzle Inc.,SEZL,1662991,2025-02-06,0001662991-25-000029,https://www.sec.gov/Archives/edgar/data/1662991/0001662991-25-000029.txt
8-K,"Skyline Bankshares, Inc.",SLBK,1657642,2025-02-06,0001437749-25-002999,https://www.sec.gov/Archives/edgar/data/1657642/0001437749-25-002999.txt
8-K,Snap-on Inc,SNA,91440,2025-02-06,0000091440-25-000005,https://www.sec.gov/Archives/edgar/data/91440/0000091440-25-000005.txt
8-K,Sonos Inc,SONO,1314727,2025-02-06,0001314727-25-000022,https://www.sec.gov/Archives/edgar/data/1314727/0001314727-25-000022.txt
8-K,"Spectrum Brands Holdings, Inc.",SPB,109177,2025-02-06,0000109177-25-000007,https://www.sec.gov/Archives/edgar/data/109177/0000109177-25-000007.txt
8-K,"Spirit Airlines, Inc.",SAVEQ,1498710,2025-02-06,0000950103-25-001677,https://www.sec.gov/Archives/edgar/data/1498710/0000950103-25-001677.txt
8-K,"Sprinklr, Inc.",CXM,1569345,2025-02-06,0001569345-25-000007,https://www.sec.gov/Archives/edgar/data/1569345/0001569345-25-000007.txt
8-K,Starwood Credit Real Estate Income Trust,,1986395,2025-02-06,0001193125-25-021826,https://www.sec.gov/Archives/edgar/data/1986395/0001193125-25-021826.txt
8-K,Stellar V Capital Corp. (Cayman Islands),SVCCU,2033593,2025-02-06,0001213900-25-010996,https://www.sec.gov/Archives/edgar/data/2033593/0001213900-25-010996.txt
8-K,StepStone Group Inc.,STEP,1796022,2025-02-06,0001796022-25-000007,https://www.sec.gov/Archives/edgar/data/1796022/0001796022-25-000007.txt
8-K,TAKE TWO INTERACTIVE SOFTWARE INC,TTWO,946581,2025-02-06,0001628280-25-004262,https://www.sec.gov/Archives/edgar/data/946581/0001628280-25-004262.txt
8-K,"TAPESTRY, INC.",TPR,1116132,2025-02-06,0001140361-25-003264,https://www.sec.gov/Archives/edgar/data/1116132/0001140361-25-003264.txt
8-K,TEREX CORP,TEX,97216,2025-02-06,0000097216-25-000007,https://www.sec.gov/Archives/edgar/data/97216/0000097216-25-000007.txt
8-K,TRIUMPH GROUP INC,TGI,1021162,2025-02-06,0000950170-25-015398,https://www.sec.gov/Archives/edgar/data/1021162/0000950170-25-015398.txt
8-K,Tecnoglass Inc.,TGLS,1534675,2025-02-06,0001493152-25-005090,https://www.sec.gov/Archives/edgar/data/1534675/0001493152-25-005090.txt
8-K,"Terns Pharmaceuticals, Inc.",TERN,1831363,2025-02-06,0000950170-25-015501,https://www.sec.gov/Archives/edgar/data/1831363/0000950170-25-015501.txt
8-K,"Terra Property Trust, Inc.",TPTA,1674356,2025-02-06,0001104659-25-010098,https://www.sec.gov/Archives/edgar/data/1674356/0001104659-25-010098.txt
8-K,"Thermon Group Holdings, Inc.",THR,1489096,2025-02-06,0001489096-25-000020,https://www.sec.gov/Archives/edgar/data/1489096/0001489096-25-000020.txt
8-K,"Tilray Brands, Inc.",TLRY,1731348,2025-02-06,0001140361-25-003428,https://www.sec.gov/Archives/edgar/data/1731348/0001140361-25-003428.txt
8-K,Tonix Pharmaceuticals Holding Corp.,TNXP,1430306,2025-02-06,0001999371-25-001243,https://www.sec.gov/Archives/edgar/data/1430306/0001999371-25-001243.txt
8-K,Tradeweb Markets Inc.,TW,1758730,2025-02-06,0001758730-25-000035,https://www.sec.gov/Archives/edgar/data/1758730/0001758730-25-000035.txt
8-K,Trane Technologies plc,TT,1466258,2025-02-06,0001466258-25-000023,https://www.sec.gov/Archives/edgar/data/1466258/0001466258-25-000023.txt
8-K,TransMontaigne Partners LLC,,1319229,2025-02-06,0001104659-25-009955,https://www.sec.gov/Archives/edgar/data/1319229/0001104659-25-009955.txt
8-K,Tribal Rides International Corp.,XNDA,1624985,2025-02-06,0001683168-25-000774,https://www.sec.gov/Archives/edgar/data/1624985/0001683168-25-000774.txt
8-K,Trump Media & Technology Group Corp.,DJTWW,1849635,2025-02-06,0001140361-25-003276,https://www.sec.gov/Archives/edgar/data/1849635/0001140361-25-003276.txt
8-K,UGI CORP /PA/,UGI,884614,2025-02-06,0000884614-25-000005,https://www.sec.gov/Archives/edgar/data/884614/0000884614-25-000005.txt
8-K,UNION BANKSHARES INC,UNB,706863,2025-02-06,0000706863-25-000004,https://www.sec.gov/Archives/edgar/data/706863/0000706863-25-000004.txt
8-K,"UNIVERSAL INSURANCE HOLDINGS, INC.",UVE,891166,2025-02-06,0000891166-25-000011,https://www.sec.gov/Archives/edgar/data/891166/0000891166-25-000011.txt
8-K,"UNIVERSAL LOGISTICS HOLDINGS, INC.",ULH,1308208,2025-02-06,0000950170-25-015408,https://www.sec.gov/Archives/edgar/data/1308208/0000950170-25-015408.txt
8-K,"Under Armour, Inc.",UA,1336917,2025-02-06,0001336917-25-000013,https://www.sec.gov/Archives/edgar/data/1336917/0001336917-25-000013.txt
8-K,VALERO ENERGY CORP/TX,VLO,1035002,2025-02-06,0001193125-25-021882,https://www.sec.gov/Archives/edgar/data/1035002/0001193125-25-021882.txt
8-K,VALVOLINE INC,VVV,1674910,2025-02-06,0001674910-25-000031,https://www.sec.gov/Archives/edgar/data/1674910/0001674910-25-000031.txt
8-K,VERISIGN INC/CA,VRSN,1014473,2025-02-06,0001014473-25-000002,https://www.sec.gov/Archives/edgar/data/1014473/0001014473-25-000002.txt
8-K,VIASAT INC,VSAT,797721,2025-02-06,0001193125-25-021810,https://www.sec.gov/Archives/edgar/data/797721/0001193125-25-021810.txt
8-K,Varex Imaging Corp,VREX,1681622,2025-02-06,0001681622-25-000013,https://www.sec.gov/Archives/edgar/data/1681622/0001681622-25-000013.txt
8-K,"Victory Capital Holdings, Inc.",VCTR,1570827,2025-02-06,0000950170-25-015454,https://www.sec.gov/Archives/edgar/data/1570827/0000950170-25-015454.txt
8-K,Viewbix Inc.,VBIX,797542,2025-02-06,0001493152-25-005175,https://www.sec.gov/Archives/edgar/data/797542/0001493152-25-005175.txt
8-K,"Vincerx Pharma, Inc.",VINC,1796129,2025-02-06,0001193125-25-021771,https://www.sec.gov/Archives/edgar/data/1796129/0001193125-25-021771.txt
8-K,"Virpax Pharmaceuticals, Inc.",VRPX,1708331,2025-02-06,0001731122-25-000178,https://www.sec.gov/Archives/edgar/data/1708331/0001731122-25-000178.txt
8-K,"Volcon, Inc.",VLCN,1829794,2025-02-06,0001683168-25-000782,https://www.sec.gov/Archives/edgar/data/1829794/0001683168-25-000782.txt
8-K,Vor Biopharma Inc.,VOR,1817229,2025-02-06,0001193125-25-021763,https://www.sec.gov/Archives/edgar/data/1817229/0001193125-25-021763.txt
8-K,WEBTOON Entertainment Inc.,WBTN,1997859,2025-02-06,0001997859-25-000003,https://www.sec.gov/Archives/edgar/data/1997859/0001997859-25-000003.txt
8-K,WERNER ENTERPRISES INC,WERN,793074,2025-02-06,0000793074-25-000004,https://www.sec.gov/Archives/edgar/data/793074/0000793074-25-000004.txt
8-K,WESTERN ALLIANCE BANCORPORATION,WAL-PA,1212545,2025-02-06,0001212545-25-000023,https://www.sec.gov/Archives/edgar/data/1212545/0001212545-25-000023.txt
8-K,WYNN RESORTS LTD,WYNN,1174922,2025-02-06,0001174922-25-000032,https://www.sec.gov/Archives/edgar/data/1174922/0001174922-25-000032.txt
8-K,Warner Music Group Corp.,WMG,1319161,2025-02-06,0001319161-25-000005,https://www.sec.gov/Archives/edgar/data/1319161/0001319161-25-000005.txt
8-K,"Wheeler Real Estate Investment Trust, Inc.",WHLRL,1527541,2025-02-06,0001527541-25-000030,https://www.sec.gov/Archives/edgar/data/1527541/0001527541-25-000030.txt
8-K,"X4 Pharmaceuticals, Inc",XFOR,1501697,2025-02-06,0001628280-25-004254,https://www.sec.gov/Archives/edgar/data/1501697/0001628280-25-004254.txt
8-K,XCEL ENERGY INC,XEL,72903,2025-02-06,0000072903-25-000023,https://www.sec.gov/Archives/edgar/data/72903/0000072903-25-000023.txt
8-K,"XPO, Inc.",XPO,1166003,2025-02-06,0001104659-25-009873,https://www.sec.gov/Archives/edgar/data/1166003/0001104659-25-009873.txt
8-K,"XPO, Inc.",XPO,1166003,2025-02-06,0001104659-25-009874,https://www.sec.gov/Archives/edgar/data/1166003/0001104659-25-009874.txt
8-K,YUM BRANDS INC,YUM,1041061,2025-02-06,0001041061-25-000008,https://www.sec.gov/Archives/edgar/data/1041061/0001041061-25-000008.txt
8-K,"Yum China Holdings, Inc.",YUMC,1673358,2025-02-06,0000950170-25-014954,https://www.sec.gov/Archives/edgar/data/1673358/0000950170-25-014954.txt
8-K,"ZIMMER BIOMET HOLDINGS, INC.",ZBH,1136869,2025-02-06,0000950170-25-014972,https://www.sec.gov/Archives/edgar/data/1136869/0000950170-25-014972.txt
8-K,Zoetis Inc.,ZTS,1555280,2025-02-06,0001555280-25-000022,https://www.sec.gov/Archives/edgar/data/1555280/0001555280-25-000022.txt
8-K,"Zoomcar Holdings, Inc.",ZCARW,1854275,2025-02-06,0001213900-25-010935,https://www.sec.gov/Archives/edgar/data/1854275/0001213900-25-010935.txt
8-K,"e.l.f. Beauty, Inc.",ELF,1600033,2025-02-06,0001600033-25-000004,https://www.sec.gov/Archives/edgar/data/1600033/0001600033-25-000004.txt
8-K,"i3 Verticals, Inc.",IIIV,1728688,2025-02-06,0001728688-25-000040,https://www.sec.gov/Archives/edgar/data/1728688/0001728688-25-000040.txt
8-K,nVent Electric plc,NVT,1720635,2025-02-06,0001720635-25-000012,https://www.sec.gov/Archives/edgar/data/1720635/0001720635-25-000012.txt
8-K,reAlpha Tech Corp.,AIRE,1859199,2025-02-06,0001213900-25-010706,https://www.sec.gov/Archives/edgar/data/1859199/0001213900-25-010706.txt
8-K,"urban-gro, Inc.",UGRO,1706524,2025-02-06,0001706524-25-000006,https://www.sec.gov/Archives/edgar/data/1706524/0001706524-25-000006.txt
8-K/A,BAXTER INTERNATIONAL INC,BAX,10456,2025-02-06,0001628280-25-004275,https://www.sec.gov/Archives/edgar/data/10456/0001628280-25-004275.txt
8-K/A,Connexa Sports Technologies Inc.,YYAI,1674440,2025-02-06,0001493152-25-005236,https://www.sec.gov/Archives/edgar/data/1674440/0001493152-25-005236.txt
8-K/A,FASTENAL CO,FAST,815556,2025-02-06,0000815556-25-000068,https://www.sec.gov/Archives/edgar/data/815556/0000815556-25-000068.txt
8-K/A,"Forge Global Holdings, Inc.",FRGE,1827821,2025-02-06,0001628280-25-004272,https://www.sec.gov/Archives/edgar/data/1827821/0001628280-25-004272.txt
8-K/A,HEIDRICK & STRUGGLES INTERNATIONAL INC,HSII,1066605,2025-02-06,0001193125-25-021772,https://www.sec.gov/Archives/edgar/data/1066605/0001193125-25-021772.txt
8-K/A,Kuber Resources Corp,KUBR,1081834,2025-02-06,0001214659-25-002059,https://www.sec.gov/Archives/edgar/data/1081834/0001214659-25-002059.txt
8-K/A,"MSC INCOME FUND, INC.",MSIF,1535778,2025-02-06,0001535778-25-000057,https://www.sec.gov/Archives/edgar/data/1535778/0001535778-25-000057.txt
8-K/A,"Neuronetics, Inc.",STIM,1227636,2025-02-06,0001193125-25-021800,https://www.sec.gov/Archives/edgar/data/1227636/0001193125-25-021800.txt
8-K/A,PIPER SANDLER COMPANIES,PIPR,1230245,2025-02-06,0001230245-25-000017,https://www.sec.gov/Archives/edgar/data/1230245/0001230245-25-000017.txt
8-K/A,SENTIENT BRANDS HOLDINGS INC.,SNBH,1358633,2025-02-06,0001731122-25-000176,https://www.sec.gov/Archives/edgar/data/1358633/0001731122-25-000176.txt
8-K/A,"TEMPUR SEALY INTERNATIONAL, INC.",TPX,1206264,2025-02-06,0001206264-25-000025,https://www.sec.gov/Archives/edgar/data/1206264/0001206264-25-000025.txt
8-K,ACCURAY INC,ARAY,1138723,2025-02-05,0000950170-25-014445,https://www.sec.gov/Archives/edgar/data/1138723/0000950170-25-014445.txt
8-K,AFLAC INC,AFL,4977,2025-02-05,0000004977-25-000006,https://www.sec.gov/Archives/edgar/data/4977/0000004977-25-000006.txt
8-K,AIM ImmunoTech Inc.,AIM,946644,2025-02-05,0001493152-25-004948,https://www.sec.gov/Archives/edgar/data/946644/0001493152-25-004948.txt
8-K,AIR INDUSTRIES GROUP,AIRI,1009891,2025-02-05,0001213900-25-010251,https://www.sec.gov/Archives/edgar/data/1009891/0001213900-25-010251.txt
8-K,ALIGN TECHNOLOGY INC,ALGN,1097149,2025-02-05,0001097149-25-000005,https://www.sec.gov/Archives/edgar/data/1097149/0001097149-25-000005.txt
8-K,ALKALINE WATER Co INC,WTER,1532390,2025-02-05,0001683168-25-000728,https://www.sec.gov/Archives/edgar/data/1532390/0001683168-25-000728.txt
8-K,ALLSTATE CORP,ALL-PJ,899051,2025-02-05,0000899051-25-000009,https://www.sec.gov/Archives/edgar/data/899051/0000899051-25-000009.txt
8-K,ALPHA & OMEGA SEMICONDUCTOR Ltd,AOSL,1387467,2025-02-05,0001387467-25-000015,https://www.sec.gov/Archives/edgar/data/1387467/0001387467-25-000015.txt
8-K,AMERICAN EXPRESS CREDIT ACCOUNT MASTER TRUST,,1003509,2025-02-05,0001193125-25-020753,https://www.sec.gov/Archives/edgar/data/1003509/0001193125-25-020753.txt
8-K,AMERICAN EXPRESS RECEIVABLES FINANCING CORP III LLC,,1283434,2025-02-05,0001193125-25-020753,https://www.sec.gov/Archives/edgar/data/1283434/0001193125-25-020753.txt
8-K,AMERICAN FINANCIAL GROUP INC,AFGB,1042046,2025-02-05,0001193125-25-020439,https://www.sec.gov/Archives/edgar/data/1042046/0001193125-25-020439.txt
8-K,AMERICAN SUPERCONDUCTOR CORP /DE/,AMSC,880807,2025-02-05,0001437749-25-002901,https://www.sec.gov/Archives/edgar/data/880807/0001437749-25-002901.txt
8-K,AMERICAN TOWER CORP /MA/,AMT,1053507,2025-02-05,0001053507-25-000012,https://www.sec.gov/Archives/edgar/data/1053507/0001053507-25-000012.txt
8-K,AMERICAS CARMART INC,CRMT,799850,2025-02-05,0001171843-25-000643,https://www.sec.gov/Archives/edgar/data/799850/0001171843-25-000643.txt
8-K,AMTECH SYSTEMS INC,ASYS,720500,2025-02-05,0000950170-25-014472,https://www.sec.gov/Archives/edgar/data/720500/0000950170-25-014472.txt
8-K,ANI PHARMACEUTICALS INC,ANIP,1023024,2025-02-05,0001023024-25-000006,https://www.sec.gov/Archives/edgar/data/1023024/0001023024-25-000006.txt
8-K,ARES CAPITAL CORP,ARCC,1287750,2025-02-05,0001104659-25-009302,https://www.sec.gov/Archives/edgar/data/1287750/0001104659-25-009302.txt
