form,company,ticker,cik,filing_date,accession_number,filing_link
10-Q,BF Garden Tax Credit Fund IV L.P.,,913778,2025-02-12,0001410578-25-000117,https://www.sec.gov/Archives/edgar/data/913778/0001410578-25-000117.txt
10-Q,"CFSB Bancorp, Inc. /MA/",CFSB,1879103,2025-02-12,0000950170-25-018901,https://www.sec.gov/Archives/edgar/data/1879103/0000950170-25-018901.txt
10-Q,CROWN CRAFTS INC,CRWS,25895,2025-02-12,0001437749-25-003486,https://www.sec.gov/Archives/edgar/data/25895/0001437749-25-003486.txt
10-Q,ENANTA PHARMACEUTICALS INC,ENTA,1177648,2025-02-12,0000950170-25-018810,https://www.sec.gov/Archives/edgar/data/1177648/0000950170-25-018810.txt
10-Q,ESPEY MFG & ELECTRONICS CORP,ESP,33533,2025-02-12,0001174947-25-000162,https://www.sec.gov/Archives/edgar/data/33533/0001174947-25-000162.txt
10-Q,EVOLUTION PETROLEUM CORP,EPM,1006655,2025-02-12,0001558370-25-000863,https://www.sec.gov/Archives/edgar/data/1006655/0001558370-25-000863.txt
10-Q,Eureka Acquisition Corp,EURKU,2000410,2025-02-12,0001213900-25-012334,https://www.sec.gov/Archives/edgar/data/2000410/0001213900-25-012334.txt
10-Q,Franklin Ethereum Trust,EZET,2011535,2025-02-12,0001140361-25-004062,https://www.sec.gov/Archives/edgar/data/2011535/0001140361-25-004062.txt
10-Q,Franklin Templeton Digital Holdings Trust,EZBC,1992870,2025-02-12,0001140361-25-004059,https://www.sec.gov/Archives/edgar/data/1992870/0001140361-25-004059.txt
10-Q,Franklin Templeton Holdings Trust,FGDL,1858258,2025-02-12,0001140361-25-004056,https://www.sec.gov/Archives/edgar/data/1858258/0001140361-25-004056.txt
10-Q,GLADSTONE INVESTMENT CORPORATION\DE,GAINI,1321741,2025-02-12,0001321741-25-000005,https://www.sec.gov/Archives/edgar/data/1321741/0001321741-25-000005.txt
10-Q,"GPODS, INC.",,1748232,2025-02-12,0001493152-25-006010,https://www.sec.gov/Archives/edgar/data/1748232/0001493152-25-006010.txt
10-Q,"Gaucho Group Holdings, Inc.",,1559998,2025-02-12,0001493152-25-006133,https://www.sec.gov/Archives/edgar/data/1559998/0001493152-25-006133.txt
10-Q,"Home Federal Bancorp, Inc. of Louisiana",HFBL,1500375,2025-02-12,0001140361-25-003986,https://www.sec.gov/Archives/edgar/data/1500375/0001140361-25-003986.txt
10-Q,"IF Bancorp, Inc.",IROQ,1514743,2025-02-12,0001193125-25-024944,https://www.sec.gov/Archives/edgar/data/1514743/0001193125-25-024944.txt
10-Q,InMed Pharmaceuticals Inc.,INM,1728328,2025-02-12,0001213900-25-013063,https://www.sec.gov/Archives/edgar/data/1728328/0001213900-25-013063.txt
10-Q,"Jerash Holdings (US), Inc.",JRSH,1696558,2025-02-12,0001213900-25-012363,https://www.sec.gov/Archives/edgar/data/1696558/0001213900-25-012363.txt
10-Q,"MEI Pharma, Inc.",MEIP,1262104,2025-02-12,0000950170-25-018809,https://www.sec.gov/Archives/edgar/data/1262104/0000950170-25-018809.txt
10-Q,"MOBIX LABS, INC",MOBXW,1855467,2025-02-12,0001493152-25-006122,https://www.sec.gov/Archives/edgar/data/1855467/0001493152-25-006122.txt
10-Q,Mercalot Inc.,,2029014,2025-02-12,0001683168-25-000952,https://www.sec.gov/Archives/edgar/data/2029014/0001683168-25-000952.txt
10-Q,NEUROONE MEDICAL TECHNOLOGIES Corp,NMTC,1500198,2025-02-12,0001213900-25-012511,https://www.sec.gov/Archives/edgar/data/1500198/0001213900-25-012511.txt
10-Q,"Nexscient, Inc.",NXNT,1976663,2025-02-12,0001477932-25-000919,https://www.sec.gov/Archives/edgar/data/1976663/0001477932-25-000919.txt
10-Q,"Oaktree Gardens OLP, LLC",,1974793,2025-02-12,0001974793-25-000004,https://www.sec.gov/Archives/edgar/data/1974793/0001974793-25-000004.txt
10-Q,Oaktree Strategic Credit Fund,,1872371,2025-02-12,0001872371-25-000004,https://www.sec.gov/Archives/edgar/data/1872371/0001872371-25-000004.txt
10-Q,PHOENIX MOTOR INC.,PEV,1879848,2025-02-12,0001493152-25-006005,https://www.sec.gov/Archives/edgar/data/1879848/0001493152-25-006005.txt
10-Q,"PYXUS INTERNATIONAL, INC.",PYYX,939930,2025-02-12,0000939930-25-000007,https://www.sec.gov/Archives/edgar/data/939930/0000939930-25-000007.txt
10-Q,Paramount Gold Nevada Corp.,PZG,1629210,2025-02-12,0000950170-25-018900,https://www.sec.gov/Archives/edgar/data/1629210/0000950170-25-018900.txt
10-Q,Protopia Global Holdings Inc.,,1959585,2025-02-12,0001829126-25-000903,https://www.sec.gov/Archives/edgar/data/1959585/0001829126-25-000903.txt
10-Q,QUANTUM CORP /DE/,QMCO,709283,2025-02-12,0000709283-25-000003,https://www.sec.gov/Archives/edgar/data/709283/0000709283-25-000003.txt
10-Q,REGIS CORP,RGS,716643,2025-02-12,0000716643-25-000010,https://www.sec.gov/Archives/edgar/data/716643/0000716643-25-000010.txt
10-Q,RIVERVIEW BANCORP INC,RVSB,1041368,2025-02-12,0000939057-25-000048,https://www.sec.gov/Archives/edgar/data/1041368/0000939057-25-000048.txt
10-Q,"Replimune Group, Inc.",REPL,1737953,2025-02-12,0001737953-25-000004,https://www.sec.gov/Archives/edgar/data/1737953/0001737953-25-000004.txt
10-Q,"ReposiTrak, Inc.",TRAK,50471,2025-02-12,0001437749-25-003595,https://www.sec.gov/Archives/edgar/data/50471/0001437749-25-003595.txt
10-Q,"Rezolute, Inc.",RZLT,1509261,2025-02-12,0001558370-25-000867,https://www.sec.gov/Archives/edgar/data/1509261/0001558370-25-000867.txt
10-Q,Roadzen Inc.,RDZNW,1868640,2025-02-12,0000950170-25-018867,https://www.sec.gov/Archives/edgar/data/1868640/0000950170-25-018867.txt
10-Q,SUNLINK HEALTH SYSTEMS INC,SSY,96793,2025-02-12,0000950170-25-018921,https://www.sec.gov/Archives/edgar/data/96793/0000950170-25-018921.txt
10-Q,Sonder Holdings Inc.,SONDW,1819395,2025-02-12,0001819395-25-000020,https://www.sec.gov/Archives/edgar/data/1819395/0001819395-25-000020.txt
10-Q,Tamboran Resources Corp,TBNRL,1997652,2025-02-12,0001628280-25-005147,https://www.sec.gov/Archives/edgar/data/1997652/0001628280-25-005147.txt
10-Q,U S GLOBAL INVESTORS INC,GROW,754811,2025-02-12,0001437749-25-003577,https://www.sec.gov/Archives/edgar/data/754811/0001437749-25-003577.txt
10-Q,"AIS Holdings Group, Inc.",AIDG,1702015,2025-02-11,0001599916-25-000014,https://www.sec.gov/Archives/edgar/data/1702015/0001599916-25-000014.txt
10-Q,ALTAIR INTERNATIONAL CORP.,ATAO,1570937,2025-02-11,0001554795-25-000032,https://www.sec.gov/Archives/edgar/data/1570937/0001554795-25-000032.txt
10-Q,ARK RESTAURANTS CORP,ARKR,779544,2025-02-11,0000779544-25-000011,https://www.sec.gov/Archives/edgar/data/779544/0000779544-25-000011.txt
10-Q,"Aeluma, Inc.",ALMU,1828805,2025-02-11,0001213900-25-012068,https://www.sec.gov/Archives/edgar/data/1828805/0001213900-25-012068.txt
10-Q,"American Cannabis Company, Inc.",,945617,2025-02-11,0001903596-25-000076,https://www.sec.gov/Archives/edgar/data/945617/0001903596-25-000076.txt
10-Q,Anterix Inc.,ATEX,1304492,2025-02-11,0001304492-25-000024,https://www.sec.gov/Archives/edgar/data/1304492/0001304492-25-000024.txt
10-Q,BIOVIE INC.,BIVI,1580149,2025-02-11,0001520138-25-000056,https://www.sec.gov/Archives/edgar/data/1580149/0001520138-25-000056.txt
10-Q,CYANOTECH CORP,CYAN,768408,2025-02-11,0001437749-25-003413,https://www.sec.gov/Archives/edgar/data/768408/0001437749-25-003413.txt
10-Q,"Central Plains Bancshares, Inc.",CPBI,1979332,2025-02-11,0000950170-25-017946,https://www.sec.gov/Archives/edgar/data/1979332/0000950170-25-017946.txt
10-Q,ESSA Pharma Inc.,EPIX,1633932,2025-02-11,0001558370-25-000779,https://www.sec.gov/Archives/edgar/data/1633932/0001558370-25-000779.txt
10-Q,"Electromed, Inc.",ELMD,1488917,2025-02-11,0000897101-25-000089,https://www.sec.gov/Archives/edgar/data/1488917/0000897101-25-000089.txt
10-Q,FLANIGANS ENTERPRISES INC,BDL,12040,2025-02-11,0001174947-25-000152,https://www.sec.gov/Archives/edgar/data/12040/0001174947-25-000152.txt
10-Q,GLADSTONE CAPITAL CORP,GLADZ,1143513,2025-02-11,0001143513-25-000005,https://www.sec.gov/Archives/edgar/data/1143513/0001143513-25-000005.txt
10-Q,GOLUB CAPITAL DIRECT LENDING CORP,,1868878,2025-02-11,0001868878-25-000011,https://www.sec.gov/Archives/edgar/data/1868878/0001868878-25-000011.txt
10-Q,Genasys Inc.,GNSS,924383,2025-02-11,0000950170-25-018045,https://www.sec.gov/Archives/edgar/data/924383/0000950170-25-018045.txt
10-Q,IEH Corp,IEHC,50292,2025-02-11,0001213900-25-012199,https://www.sec.gov/Archives/edgar/data/50292/0001213900-25-012199.txt
10-Q,Neolara Corp.,NELR,1941360,2025-02-11,0001683168-25-000917,https://www.sec.gov/Archives/edgar/data/1941360/0001683168-25-000917.txt
10-Q,"ORION ENERGY SYSTEMS, INC.",OESX,1409375,2025-02-11,0000950170-25-017947,https://www.sec.gov/Archives/edgar/data/1409375/0000950170-25-017947.txt
10-Q,PUBLIC CO MANAGEMENT CORP,PCMC,1141964,2025-02-11,0001214659-25-002360,https://www.sec.gov/Archives/edgar/data/1141964/0001214659-25-002360.txt
10-Q,Pluri Inc.,PLUR,1158780,2025-02-11,0001213900-25-012189,https://www.sec.gov/Archives/edgar/data/1158780/0001213900-25-012189.txt
10-Q,"Stran & Company, Inc.",SWAGW,1872525,2025-02-11,0001213900-25-011872,https://www.sec.gov/Archives/edgar/data/1872525/0001213900-25-011872.txt
10-Q,"Stran & Company, Inc.",SWAGW,1872525,2025-02-11,0001213900-25-011877,https://www.sec.gov/Archives/edgar/data/1872525/0001213900-25-011877.txt
10-Q/A,"Ultra Clean Holdings, Inc.",UCTT,1275014,2025-02-11,0001628280-25-004711,https://www.sec.gov/Archives/edgar/data/1275014/0001628280-25-004711.txt
10-Q/A,"Ultra Clean Holdings, Inc.",UCTT,1275014,2025-02-11,0001628280-25-004714,https://www.sec.gov/Archives/edgar/data/1275014/0001628280-25-004714.txt
10-Q,"A-Mark Precious Metals, Inc.",AMRK,1591588,2025-02-10,0000950170-25-016909,https://www.sec.gov/Archives/edgar/data/1591588/0000950170-25-016909.txt
10-Q,"ARROWHEAD PHARMACEUTICALS, INC.",ARWR,879407,2025-02-10,0001628280-25-004634,https://www.sec.gov/Archives/edgar/data/879407/0001628280-25-004634.txt
10-Q,Australian Oilseeds Holdings Ltd,COOTW,1959994,2025-02-10,0001493152-25-005620,https://www.sec.gov/Archives/edgar/data/1959994/0001493152-25-005620.txt
10-Q,"Azenta, Inc.",AZTA,933974,2025-02-10,0001437749-25-003325,https://www.sec.gov/Archives/edgar/data/933974/0001437749-25-003325.txt
10-Q,"Beyond Air, Inc.",XAIR,1641631,2025-02-10,0001493152-25-005678,https://www.sec.gov/Archives/edgar/data/1641631/0001493152-25-005678.txt
10-Q,COLUMBUS MCKINNON CORP,CMCO,1005229,2025-02-10,0001005229-25-000016,https://www.sec.gov/Archives/edgar/data/1005229/0001005229-25-000016.txt
10-Q,COMPASS MINERALS INTERNATIONAL INC,CMP,1227654,2025-02-10,0001227654-25-000033,https://www.sec.gov/Archives/edgar/data/1227654/0001227654-25-000033.txt
10-Q,COTY INC.,COTY,1024305,2025-02-10,0001024305-25-000007,https://www.sec.gov/Archives/edgar/data/1024305/0001024305-25-000007.txt
10-Q,CSP INC /MA/,CSPI,356037,2025-02-10,0000356037-25-000014,https://www.sec.gov/Archives/edgar/data/356037/0000356037-25-000014.txt
10-Q,EDGEWELL PERSONAL CARE Co,EPC,1096752,2025-02-10,0001628280-25-004522,https://www.sec.gov/Archives/edgar/data/1096752/0001628280-25-004522.txt
10-Q,ESCO TECHNOLOGIES INC,ESE,866706,2025-02-10,0001410578-25-000100,https://www.sec.gov/Archives/edgar/data/866706/0001410578-25-000100.txt
10-Q,"ESSA Bancorp, Inc.",ESSA,1382230,2025-02-10,0000950170-25-016980,https://www.sec.gov/Archives/edgar/data/1382230/0000950170-25-016980.txt
10-Q,"EVI INDUSTRIES, INC.",EVI,65312,2025-02-10,0001174947-25-000136,https://www.sec.gov/Archives/edgar/data/65312/0001174947-25-000136.txt
10-Q,Energy Services of America CORP,ESOA,1357971,2025-02-10,0001410578-25-000104,https://www.sec.gov/Archives/edgar/data/1357971/0001410578-25-000104.txt
10-Q,"First Savings Financial Group, Inc.",FSFG,1435508,2025-02-10,0001410578-25-000102,https://www.sec.gov/Archives/edgar/data/1435508/0001410578-25-000102.txt
10-Q,"Fluence Energy, Inc.",FLNC,1868941,2025-02-10,0001868941-25-000015,https://www.sec.gov/Archives/edgar/data/1868941/0001868941-25-000015.txt
10-Q,GSI TECHNOLOGY INC,GSIT,1126741,2025-02-10,0001558370-25-000749,https://www.sec.gov/Archives/edgar/data/1126741/0001558370-25-000749.txt
10-Q,Grayscale Horizen Trust (ZEN),HZEN,1748945,2025-02-10,0000950170-25-017070,https://www.sec.gov/Archives/edgar/data/1748945/0000950170-25-017070.txt
10-Q,Grayscale Stellar Lumens Trust (XLM),GXLM,1761325,2025-02-10,0000950170-25-017071,https://www.sec.gov/Archives/edgar/data/1761325/0000950170-25-017071.txt
10-Q,HAIN CELESTIAL GROUP INC,HAIN,910406,2025-02-10,0000950170-25-017025,https://www.sec.gov/Archives/edgar/data/910406/0000950170-25-017025.txt
10-Q,LIONS GATE ENTERTAINMENT CORP /CN/,LGF-B,929351,2025-02-10,0000929351-25-000005,https://www.sec.gov/Archives/edgar/data/929351/0000929351-25-000005.txt
10-Q,Lionsgate Studios Corp.,LION,2006191,2025-02-10,0001628280-25-004639,https://www.sec.gov/Archives/edgar/data/2006191/0001628280-25-004639.txt
10-Q,"Luvu Brands, Inc.",LUVU,1374567,2025-02-10,0001654954-25-001266,https://www.sec.gov/Archives/edgar/data/1374567/0001654954-25-001266.txt
10-Q,MITEK SYSTEMS INC,MITK,807863,2025-02-10,0000807863-25-000022,https://www.sec.gov/Archives/edgar/data/807863/0000807863-25-000022.txt
10-Q,MOTORCAR PARTS OF AMERICA INC,MPAA,918251,2025-02-10,0001140361-25-003730,https://www.sec.gov/Archives/edgar/data/918251/0001140361-25-003730.txt
10-Q,NGL Energy Partners LP,NGL-PC,1504461,2025-02-10,0001504461-25-000004,https://www.sec.gov/Archives/edgar/data/1504461/0001504461-25-000004.txt
10-Q,Novelis Inc.,,1304280,2025-02-10,0001304280-25-000014,https://www.sec.gov/Archives/edgar/data/1304280/0001304280-25-000014.txt
10-Q,Optex Systems Holdings Inc,OPXS,1397016,2025-02-10,0001493152-25-005517,https://www.sec.gov/Archives/edgar/data/1397016/0001493152-25-005517.txt
10-Q,PENNANTPARK INVESTMENT CORP,PNNT,1383414,2025-02-10,0000950170-25-017048,https://www.sec.gov/Archives/edgar/data/1383414/0000950170-25-017048.txt
10-Q,PETMED EXPRESS INC,PETS,1040130,2025-02-10,0001040130-25-000014,https://www.sec.gov/Archives/edgar/data/1040130/0001040130-25-000014.txt
10-Q,PROSPECT CAPITAL CORP,PSEC-PA,1287032,2025-02-10,0001287032-25-000012,https://www.sec.gov/Archives/edgar/data/1287032/0001287032-25-000012.txt
10-Q,PennantPark Floating Rate Capital Ltd.,PFLT,1504619,2025-02-10,0000950170-25-017047,https://www.sec.gov/Archives/edgar/data/1504619/0000950170-25-017047.txt
10-Q,"Powerfleet, Inc.",AIOT,1774170,2025-02-10,0001628280-25-004642,https://www.sec.gov/Archives/edgar/data/1774170/0001628280-25-004642.txt
10-Q,Quipt Home Medical Corp.,QIPT,1540013,2025-02-10,0001558370-25-000755,https://www.sec.gov/Archives/edgar/data/1540013/0001558370-25-000755.txt
10-Q,"RADIANT LOGISTICS, INC",RLGT,1171155,2025-02-10,0000950170-25-017143,https://www.sec.gov/Archives/edgar/data/1171155/0000950170-25-017143.txt
10-Q,"RCI HOSPITALITY HOLDINGS, INC.",RICK,935419,2025-02-10,0001628280-25-004638,https://www.sec.gov/Archives/edgar/data/935419/0001628280-25-004638.txt
10-Q,RGC RESOURCES INC,RGCO,1069533,2025-02-10,0001437749-25-003304,https://www.sec.gov/Archives/edgar/data/1069533/0001437749-25-003304.txt
10-Q,"ROCKWELL AUTOMATION, INC",ROK,1024478,2025-02-10,0001024478-25-000010,https://www.sec.gov/Archives/edgar/data/1024478/0001024478-25-000010.txt
10-Q,Roivant Sciences Ltd.,ROIV,1635088,2025-02-10,0001140361-25-003661,https://www.sec.gov/Archives/edgar/data/1635088/0001140361-25-003661.txt
10-Q,"SOUTHERN MISSOURI BANCORP, INC.",SMBC,916907,2025-02-10,0001558370-25-000757,https://www.sec.gov/Archives/edgar/data/916907/0001558370-25-000757.txt
10-Q,"SUNHYDROGEN, INC.",HYSR,1481028,2025-02-10,0001213900-25-011506,https://www.sec.gov/Archives/edgar/data/1481028/0001213900-25-011506.txt
10-Q,"SelectQuote, Inc.",SLQT,1794783,2025-02-10,0001794783-25-000009,https://www.sec.gov/Archives/edgar/data/1794783/0001794783-25-000009.txt
10-Q,TIMBERLAND BANCORP INC,TSBK,1046050,2025-02-10,0000939057-25-000040,https://www.sec.gov/Archives/edgar/data/1046050/0000939057-25-000040.txt
10-Q,Tech Tonic Group Corp.,,2029303,2025-02-10,0001477932-25-000813,https://www.sec.gov/Archives/edgar/data/2029303/0001477932-25-000813.txt
10-Q,United Express Inc.,UNXP,1751707,2025-02-10,0001493152-25-005610,https://www.sec.gov/Archives/edgar/data/1751707/0001493152-25-005610.txt
10-Q,VIASAT INC,VSAT,797721,2025-02-10,0000950170-25-016993,https://www.sec.gov/Archives/edgar/data/797721/0000950170-25-016993.txt
10-Q,"VIP Play, Inc.",VIPZ,1832161,2025-02-10,0001493152-25-005670,https://www.sec.gov/Archives/edgar/data/1832161/0001493152-25-005670.txt
10-Q,"iBio, Inc.",IBIO,1420720,2025-02-10,0001420720-25-000012,https://www.sec.gov/Archives/edgar/data/1420720/0001420720-25-000012.txt
10-Q/A,PHOENIX MOTOR INC.,PEV,1879848,2025-02-10,0001493152-25-005634,https://www.sec.gov/Archives/edgar/data/1879848/0001493152-25-005634.txt
10-Q/A,PHOENIX MOTOR INC.,PEV,1879848,2025-02-10,0001493152-25-005637,https://www.sec.gov/Archives/edgar/data/1879848/0001493152-25-005637.txt
10-Q,AMERICAN REBEL HOLDINGS INC,AREBW,1648087,2025-02-07,0001493152-25-005403,https://www.sec.gov/Archives/edgar/data/1648087/0001493152-25-005403.txt
10-Q,AVANT TECHNOLOGIES INC.,AVAI,1740797,2025-02-07,0001740797-25-000014,https://www.sec.gov/Archives/edgar/data/1740797/0001740797-25-000014.txt
10-Q,Amesite Inc.,AMST,1807166,2025-02-07,0001213900-25-011338,https://www.sec.gov/Archives/edgar/data/1807166/0001213900-25-011338.txt
10-Q,Athena Technology Acquisition Corp. II,,1882198,2025-02-07,0001213900-25-011305,https://www.sec.gov/Archives/edgar/data/1882198/0001213900-25-011305.txt
10-Q,"BILL Holdings, Inc.",BILL,1786352,2025-02-07,0001786352-25-000015,https://www.sec.gov/Archives/edgar/data/1786352/0001786352-25-000015.txt
10-Q,CONSUMERS BANCORP INC /OH/,CBKM,1006830,2025-02-07,0001437749-25-003134,https://www.sec.gov/Archives/edgar/data/1006830/0001437749-25-003134.txt
10-Q,Canopy Growth Corp,CGC,1737927,2025-02-07,0000950170-25-015839,https://www.sec.gov/Archives/edgar/data/1737927/0000950170-25-015839.txt
10-Q,"Capitol Federal Financial, Inc.",CFFN,1490906,2025-02-07,0001490906-25-000009,https://www.sec.gov/Archives/edgar/data/1490906/0001490906-25-000009.txt
10-Q,"Clearfield, Inc.",CLFD,796505,2025-02-07,0001171843-25-000691,https://www.sec.gov/Archives/edgar/data/796505/0001171843-25-000691.txt
10-Q,"Construction Partners, Inc.",ROAD,1718227,2025-02-07,0001718227-25-000020,https://www.sec.gov/Archives/edgar/data/1718227/0001718227-25-000020.txt
10-Q,"F5, INC.",FFIV,1048695,2025-02-07,0001048695-25-000026,https://www.sec.gov/Archives/edgar/data/1048695/0001048695-25-000026.txt
10-Q,FRIEDMAN INDUSTRIES INC,FRD,39092,2025-02-07,0001437749-25-003166,https://www.sec.gov/Archives/edgar/data/39092/0001437749-25-003166.txt
10-Q,Freedom Holding Corp.,FRHC,924805,2025-02-07,0000924805-25-000002,https://www.sec.gov/Archives/edgar/data/924805/0000924805-25-000002.txt
10-Q,GRAHAM CORP,GHM,716314,2025-02-07,0000950170-25-015879,https://www.sec.gov/Archives/edgar/data/716314/0000950170-25-015879.txt
10-Q,GREENE COUNTY BANCORP INC,GCBC,1070524,2025-02-07,0001140361-25-003514,https://www.sec.gov/Archives/edgar/data/1070524/0001140361-25-003514.txt
10-Q,Global Innovative Platforms Inc.,GIPL,1837774,2025-02-07,0001731122-25-000183,https://www.sec.gov/Archives/edgar/data/1837774/0001731122-25-000183.txt
10-Q,"Golub Capital BDC 4, Inc.",,1901612,2025-02-07,0001901612-25-000010,https://www.sec.gov/Archives/edgar/data/1901612/0001901612-25-000010.txt
10-Q,Ispire Technology Inc.,ISPR,1948455,2025-02-07,0001213900-25-011336,https://www.sec.gov/Archives/edgar/data/1948455/0001213900-25-011336.txt
10-Q,JACK HENRY & ASSOCIATES INC,JKHY,779152,2025-02-07,0000779152-25-000009,https://www.sec.gov/Archives/edgar/data/779152/0000779152-25-000009.txt
10-Q,JANEL CORP,JANL,1133062,2025-02-07,0001140361-25-003593,https://www.sec.gov/Archives/edgar/data/1133062/0001140361-25-003593.txt
10-Q,KENNAMETAL INC,KMT,55242,2025-02-07,0000055242-25-000021,https://www.sec.gov/Archives/edgar/data/55242/0000055242-25-000021.txt
10-Q,KEY TRONIC CORP,KTCC,719733,2025-02-07,0000719733-25-000011,https://www.sec.gov/Archives/edgar/data/719733/0000719733-25-000011.txt
10-Q,LANTRONIX INC,LTRX,1114925,2025-02-07,0001683168-25-000793,https://www.sec.gov/Archives/edgar/data/1114925/0001683168-25-000793.txt
10-Q,"LEE ENTERPRISES, Inc",LEE,58361,2025-02-07,0001628280-25-004469,https://www.sec.gov/Archives/edgar/data/58361/0001628280-25-004469.txt
10-Q,LIVE VENTURES Inc,LIVE,1045742,2025-02-07,0001628280-25-004417,https://www.sec.gov/Archives/edgar/data/1045742/0001628280-25-004417.txt
10-Q,LSI INDUSTRIES INC,LYTS,763532,2025-02-07,0001437749-25-003159,https://www.sec.gov/Archives/edgar/data/763532/0001437749-25-003159.txt
10-Q,MATTHEWS INTERNATIONAL CORP,MATW,63296,2025-02-07,0000063296-25-000006,https://www.sec.gov/Archives/edgar/data/63296/0000063296-25-000006.txt
10-Q,MEXCO ENERGY CORP,MXC,66418,2025-02-07,0001493152-25-005426,https://www.sec.gov/Archives/edgar/data/66418/0001493152-25-005426.txt
10-Q,NIOCORP DEVELOPMENTS LTD,NIOBW,1512228,2025-02-07,0001539497-25-000398,https://www.sec.gov/Archives/edgar/data/1512228/0001539497-25-000398.txt
10-Q,NeoVolta Inc.,NEOVW,1748137,2025-02-07,0001683168-25-000834,https://www.sec.gov/Archives/edgar/data/1748137/0001683168-25-000834.txt
10-Q,"PARKS AMERICA, INC",PRKA,1297937,2025-02-07,0001493152-25-005413,https://www.sec.gov/Archives/edgar/data/1297937/0001493152-25-005413.txt
10-Q,POWELL INDUSTRIES INC,POWL,80420,2025-02-07,0000080420-25-000029,https://www.sec.gov/Archives/edgar/data/80420/0000080420-25-000029.txt
10-Q,PRESSURE BIOSCIENCES INC,PBIO,830656,2025-02-07,0001493152-25-005468,https://www.sec.gov/Archives/edgar/data/830656/0001493152-25-005468.txt
10-Q,PROVIDENT FINANCIAL HOLDINGS INC,PROV,1010470,2025-02-07,0000939057-25-000028,https://www.sec.gov/Archives/edgar/data/1010470/0000939057-25-000028.txt
10-Q,Paylocity Holding Corp,PCTY,1591698,2025-02-07,0001591698-25-000010,https://www.sec.gov/Archives/edgar/data/1591698/0001591698-25-000010.txt
10-Q,PhenixFIN Corp,PFXNZ,1490349,2025-02-07,0001213900-25-011052,https://www.sec.gov/Archives/edgar/data/1490349/0001213900-25-011052.txt
10-Q,"Post Holdings, Inc.",POST,1530950,2025-02-07,0001530950-25-000073,https://www.sec.gov/Archives/edgar/data/1530950/0001530950-25-000073.txt
10-Q,"QUINSTREET, INC",QNST,1117297,2025-02-07,0000950170-25-016364,https://www.sec.gov/Archives/edgar/data/1117297/0000950170-25-016364.txt
10-Q,RAYMOND JAMES FINANCIAL INC,RJF-PB,720005,2025-02-07,0000720005-25-000025,https://www.sec.gov/Archives/edgar/data/720005/0000720005-25-000025.txt
10-Q,"REGENEREX PHARMA, INC.",RGPX,1357878,2025-02-07,0001472375-25-000013,https://www.sec.gov/Archives/edgar/data/1357878/0001472375-25-000013.txt
10-Q,STERIS plc,STE,1757898,2025-02-07,0001757898-25-000002,https://www.sec.gov/Archives/edgar/data/1757898/0001757898-25-000002.txt
10-Q,STRATTEC SECURITY CORP,STRT,933034,2025-02-07,0000950170-25-015878,https://www.sec.gov/Archives/edgar/data/933034/0000950170-25-015878.txt
10-Q,StageWise Strategies Corp.,,1999261,2025-02-07,0001999261-25-000003,https://www.sec.gov/Archives/edgar/data/1999261/0001999261-25-000003.txt
10-Q,TAKE TWO INTERACTIVE SOFTWARE INC,TTWO,946581,2025-02-07,0001628280-25-004308,https://www.sec.gov/Archives/edgar/data/946581/0001628280-25-004308.txt
10-Q,"TPT GLOBAL TECH, INC.",,1661039,2025-02-07,0001654954-25-001243,https://www.sec.gov/Archives/edgar/data/1661039/0001654954-25-001243.txt
10-Q,"Track Group, Inc.",TRCK,1045942,2025-02-07,0001437749-25-003120,https://www.sec.gov/Archives/edgar/data/1045942/0001437749-25-003120.txt
10-Q,Ubiquiti Inc.,UI,1511737,2025-02-07,0001511737-25-000013,https://www.sec.gov/Archives/edgar/data/1511737/0001511737-25-000013.txt
10-Q,VOXX International Corp,VOXX,807707,2025-02-07,0000950170-25-016271,https://www.sec.gov/Archives/edgar/data/807707/0000950170-25-016271.txt
10-Q,Wolverine Resources Corp.,WOLV,1424404,2025-02-07,0001062993-25-001810,https://www.sec.gov/Archives/edgar/data/1424404/0001062993-25-001810.txt
10-Q,"e.l.f. Beauty, Inc.",ELF,1600033,2025-02-07,0001600033-25-000006,https://www.sec.gov/Archives/edgar/data/1600033/0001600033-25-000006.txt
10-Q,"i3 Verticals, Inc.",IIIV,1728688,2025-02-07,0001728688-25-000043,https://www.sec.gov/Archives/edgar/data/1728688/0001728688-25-000043.txt
10-Q/A,"QUINSTREET, INC",QNST,1117297,2025-02-07,0000950170-25-016349,https://www.sec.gov/Archives/edgar/data/1117297/0000950170-25-016349.txt
10-Q/A,"TPT GLOBAL TECH, INC.",,1661039,2025-02-07,0001654954-25-001238,https://www.sec.gov/Archives/edgar/data/1661039/0001654954-25-001238.txt
10-Q/A,"TPT GLOBAL TECH, INC.",,1661039,2025-02-07,0001654954-25-001240,https://www.sec.gov/Archives/edgar/data/1661039/0001654954-25-001240.txt
10-Q/A,"TPT GLOBAL TECH, INC.",,1661039,2025-02-07,0001654954-25-001242,https://www.sec.gov/Archives/edgar/data/1661039/0001654954-25-001242.txt
10-Q,23andMe Holding Co.,ME,1804591,2025-02-06,0001804591-25-000012,https://www.sec.gov/Archives/edgar/data/1804591/0001804591-25-000012.txt
10-Q,"ADVANCED DRAINAGE SYSTEMS, INC.",WMS,1604028,2025-02-06,0001604028-25-000005,https://www.sec.gov/Archives/edgar/data/1604028/0001604028-25-000005.txt
